Address,Price_total,Area_m2,Price_m2,Rooms,Floor
ulica Herbu Oksza 14,435131.0,39.5,11019.0,2,3
ulica Jutrzenki 114H,517304.0,33.3,15525.0,2,6
ulica Janowiecka 9,691662.0,66.5,10399.0,3,4
ulica Janowiecka 9A,573015.0,43.5,13176.0,2,1
ulica Janowiecka 9,628074.0,45.7,13737.0,2,2
ulica Jerzego Holzera 6,587000.0,38.5,15239.0,2,2
ulica Optyków 1,674280.0,40.1,16811.0,2,6
ulica Urugwajska 2,799596.0,48.7,16405.0,2,3
ulica Lizbońska 5,1096586.0,65.7,16681.0,3,3
ulica Optyków 1,664757.0,40.1,16561.0,2,5
ulica Janowiecka 9A,359893.0,26.7,13464.0,1,3
ulica Jutrzenki 114H,577125.0,40.5,14246.0,2,3
ulica Herbu Oksza 14,439000.0,39.9,11003.0,2,3
ulica Jana Kazimierza 43,428309.0,37.2,11526.0,2,5
ulica Jerzego Holzera 6,870000.0,59.3,14674.0,3,1
ulica Józefa Sierakowskiego 3,1322020.0,54.0,24500.0,3,4
ulica Optyków 1,868644.0,58.0,14979.0,3,5
ulica Optyków 1,858887.0,57.3,14979.0,3,5
ulica Kompanii AK „Goplana” 9B,489349.0,39.4,12414.0,2,1
ulica Janowiecka 9A,792000.0,67.6,11721.0,3,4
ulica Optyków 1,873741.0,57.3,15243.0,3,6
ulica Jutrzenki 114E,788751.0,59.4,13279.0,3,4
ulica Janowiecka 9,602953.0,48.4,12455.0,2,4
ulica Optyków 1,671351.0,40.2,16684.0,2,6
ulica Optyków 1,883163.0,58.0,15230.0,3,6
ulica Herbu Oksza 14,435131.0,39.5,11019.0,2,3
ulica Jutrzenki 114H,517304.0,33.3,15525.0,2,6
ulica Janowiecka 9,691662.0,66.5,10399.0,3,4
ulica Janowiecka 9A,573015.0,43.5,13176.0,2,1
ulica Janowiecka 9,628074.0,45.7,13737.0,2,2
ulica Jerzego Holzera 6,587000.0,38.5,15239.0,2,2
ulica Optyków 1,674280.0,40.1,16811.0,2,6
ulica Urugwajska 2,799596.0,48.7,16405.0,2,3
ulica Lizbońska 5,1096586.0,65.7,16681.0,3,3
ulica Optyków 1,664757.0,40.1,16561.0,2,5
ulica Janowiecka 9A,359893.0,26.7,13464.0,1,3
ulica Jutrzenki 114H,577125.0,40.5,14246.0,2,3
ulica Herbu Oksza 14,439000.0,39.9,11003.0,2,3
ulica Jana Kazimierza 43,428309.0,37.2,11526.0,2,5
ulica Jutrzenki 114H,592760.0,40.4,14665.0,2,5
ulica Jana Kazimierza 43,476432.0,51.2,9313.0,0,2
ulica Optyków 1,660722.0,40.2,16432.0,2,5
ulica Herbu Oksza 17,381238.0,35.0,10893.0,2,4
ulica Janowiecka 9A,624612.0,46.6,13415.0,2,2
ulica Jana Kazimierza 43,555000.0,51.0,10880.0,2,6
ulica Siennicka 33,469620.0,31.3,14999.0,1,4
ulica Siennicka 33,935637.0,65.2,14352.0,3,4
ulica Siennicka 33,1255466.0,77.9,16125.0,4,3
ulica Ząbkowska 41,529305.0,29.7,17798.0,1,6
ulica Jagiellońska 55H,1224395.0,81.3,15062.0,4,2
ulica Jutrzenki 114H,459764.0,36.3,12683.0,2,2
ulica Powstańców Śląskich 50,1965000.0,117.8,16675.0,3,4
ulica Siennicka 33,598583.0,32.5,18424.0,1,4
ulica Siennicka 33,1314943.0,92.4,14229.0,4,4
ulica Janowiecka 9A,394541.0,27.3,14452.0,1,1
ulica Janowiecka 9A,835498.0,63.5,13151.0,3,4
ulica Siennicka 33,938309.0,61.0,15390.0,0,3
ulica Głębocka 115A,361340.0,28.6,12625.0,1,2
ulica Głębocka 115C,723732.0,58.8,12319.0,3,1
ulica Janowiecka 9A,459164.0,31.8,14462.0,1,4
ulica Janowiecka 9,427026.0,34.0,12541.0,2,3
ulica Jutrzenki 114H,702411.0,54.7,12843.0,3,4
ulica Janowiecka 9A,581817.0,43.7,13320.0,2,4
ulica Siennicka 33,735642.0,43.5,16919.0,2,1
ulica Jutrzenki 114H,592760.0,40.4,14665.0,2,5
ulica Jana Kazimierza 43,476432.0,51.2,9313.0,0,2
ulica Optyków 1,660722.0,40.2,16432.0,2,5
ulica Herbu Oksza 17,381238.0,35.0,10893.0,2,4
ulica Janowiecka 9A,624612.0,46.6,13415.0,2,2
ulica Jana Kazimierza 43,555000.0,51.0,10880.0,2,6
ulica Siennicka 33,469620.0,31.3,14999.0,1,4
ulica Siennicka 33,935637.0,65.2,14352.0,3,4
ulica Siennicka 33,1255466.0,77.9,16125.0,4,3
ulica Ząbkowska 41,529305.0,29.7,17798.0,1,6
ulica Jagiellońska 55H,1224395.0,81.3,15062.0,4,2
ulica Jutrzenki 114H,459764.0,36.3,12683.0,2,2
ulica Powstańców Śląskich 50,1965000.0,117.8,16675.0,3,4
ulica Siennicka 33,598583.0,32.5,18424.0,1,4
ulica Siennicka 33,1314943.0,92.4,14229.0,4,4
ulica Janowiecka 9A,394541.0,27.3,14452.0,1,1
ulica Janowiecka 9A,835498.0,63.5,13151.0,3,4
ulica Siennicka 33,938309.0,61.0,15390.0,0,3
ulica Głębocka 115A,361340.0,28.6,12625.0,1,2
ulica Głębocka 115C,723732.0,58.8,12319.0,3,1
ulica Janowiecka 9A,459164.0,31.8,14462.0,1,4
ulica Janowiecka 9,427026.0,34.0,12541.0,2,3
ulica Jutrzenki 114H,702411.0,54.7,12843.0,3,4
ulica Janowiecka 9A,581817.0,43.7,13320.0,2,4
ulica Siennicka 33,735642.0,43.5,16919.0,2,1
ulica Jutrzenki 114H,592760.0,40.4,14665.0,2,5
ulica Jana Kazimierza 43,476432.0,51.2,9313.0,0,2
ulica Optyków 1,660722.0,40.2,16432.0,2,5
ulica Herbu Oksza 17,381238.0,35.0,10893.0,2,4
ulica Janowiecka 9A,624612.0,46.6,13415.0,2,2
ulica Jana Kazimierza 43,555000.0,51.0,10880.0,2,6
ulica Siennicka 33,469620.0,31.3,14999.0,1,4
ulica Siennicka 33,935637.0,65.2,14352.0,3,4
ulica Siennicka 33,1255466.0,77.9,16125.0,4,3
ulica Ząbkowska 41,529305.0,29.7,17798.0,1,6
ulica Jagiellońska 55H,1224395.0,81.3,15062.0,4,2
ulica Jutrzenki 114H,459764.0,36.3,12683.0,2,2
ulica Powstańców Śląskich 50,1965000.0,117.8,16675.0,3,4
ulica Siennicka 33,598583.0,32.5,18424.0,1,4
ulica Siennicka 33,1314943.0,92.4,14229.0,4,4
ulica Janowiecka 9A,394541.0,27.3,14452.0,1,1
ulica Janowiecka 9A,835498.0,63.5,13151.0,3,4
ulica Siennicka 33,938309.0,61.0,15390.0,0,3
ulica Głębocka 115A,361340.0,28.6,12625.0,1,2
ulica Głębocka 115C,723732.0,58.8,12319.0,3,1
ulica Janowiecka 9A,459164.0,31.8,14462.0,1,4
ulica Janowiecka 9,427026.0,34.0,12541.0,2,3
ulica Jutrzenki 114H,702411.0,54.7,12843.0,3,4
ulica Janowiecka 9A,581817.0,43.7,13320.0,2,4
ulica Siennicka 33,735642.0,43.5,16919.0,2,1
ulica Siennicka 33,975426.0,61.1,15967.0,3,4
ulica Lizbońska 1,1070824.0,62.5,17128.0,3,2
ulica Borków 58,1795000.0,114.5,15684.0,3,1
ulica Kolejowa 9,959000.0,36.8,26053.0,2,2
ulica Siennicka 33,784584.0,54.4,14436.0,3,2
ulica Siennicka 33,647005.0,42.8,15117.0,2,3
ulica Janowiecka 9A,562688.0,44.1,12762.0,2,2
ulica Ząbkowska 41,511795.0,29.2,17521.0,2,6
ulica Lizbońska 5,856458.0,50.1,17085.0,3,3
ulica Lizbońska 3,723560.0,42.4,17061.0,2,2
ulica Borków 58C,1815000.0,111.3,16306.0,3,1
ulica Ząbkowska 41,484692.0,26.0,18642.0,1,6
ulica Pod Jesionami 1,2293846.0,142.5,16097.0,5,1
ulica Lizbońska 3,734163.0,42.4,17311.0,2,3
ulica Janowiecka 9A,455391.0,31.7,14366.0,1,3
ulica Ząbkowska 41,505039.0,29.9,16902.0,1,5
ulica Siennicka 33,540567.0,30.6,17643.0,1,2
ulica Ząbkowska 41,747507.0,44.3,16866.0,2,4
ulica Siennicka 33,531825.0,30.7,17306.0,1,2
ulica Sęczkowa 12B,1362653.0,135.2,10083.0,6,1
ulica Siennicka 33,564588.0,32.4,17409.0,1,3
ulica Janowiecka 9A,592050.0,44.1,13422.0,2,3
ulica Żeńców 5,864058.0,64.3,13438.0,4,7
ulica Optyków 1,704448.0,44.1,15956.0,2,5
ulica Janowiecka 9A,614241.0,46.5,13221.0,2,3
ulica Siennicka 33,975426.0,61.1,15967.0,3,4
ulica Lizbońska 1,1070824.0,62.5,17128.0,3,2
ulica Borków 58,1795000.0,114.5,15684.0,3,1
ulica Kolejowa 9,959000.0,36.8,26053.0,2,2
ulica Siennicka 33,784584.0,54.4,14436.0,3,2
ulica Siennicka 33,647005.0,42.8,15117.0,2,3
ulica Janowiecka 9A,562688.0,44.1,12762.0,2,2
ulica Ząbkowska 41,511795.0,29.2,17521.0,2,6
ulica Lizbońska 5,856458.0,50.1,17085.0,3,3
ulica Lizbońska 3,723560.0,42.4,17061.0,2,2
ulica Borków 58C,1815000.0,111.3,16306.0,3,1
ulica Ząbkowska 41,484692.0,26.0,18642.0,1,6
ulica Pod Jesionami 1,2293846.0,142.5,16097.0,5,1
ulica Lizbońska 3,734163.0,42.4,17311.0,2,3
ulica Janowiecka 9A,455391.0,31.7,14366.0,1,3
ulica Ząbkowska 41,505039.0,29.9,16902.0,1,5
ulica Siennicka 33,540567.0,30.6,17643.0,1,2
ulica Ząbkowska 41,747507.0,44.3,16866.0,2,4
ulica Siennicka 33,531825.0,30.7,17306.0,1,2
ulica Sęczkowa 12B,1362653.0,135.2,10083.0,6,1
ulica Siennicka 33,564588.0,32.4,17409.0,1,3
ulica Janowiecka 9A,592050.0,44.1,13422.0,2,3
ulica Żeńców 5,864058.0,64.3,13438.0,4,7
ulica Optyków 1,704448.0,44.1,15956.0,2,5
ulica Janowiecka 9A,614241.0,46.5,13221.0,2,3
ulica Siennicka 33,975426.0,61.1,15967.0,3,4
ulica Lizbońska 1,1070824.0,62.5,17128.0,3,2
ulica Borków 58,1795000.0,114.5,15684.0,3,1
ulica Kolejowa 9,959000.0,36.8,26053.0,2,2
ulica Siennicka 33,784584.0,54.4,14436.0,3,2
ulica Siennicka 33,647005.0,42.8,15117.0,2,3
ulica Janowiecka 9A,562688.0,44.1,12762.0,2,2
ulica Ząbkowska 41,511795.0,29.2,17521.0,2,6
ulica Lizbońska 5,856458.0,50.1,17085.0,3,3
ulica Lizbońska 3,723560.0,42.4,17061.0,2,2
ulica Borków 58C,1815000.0,111.3,16306.0,3,1
ulica Ząbkowska 41,484692.0,26.0,18642.0,1,6
ulica Pod Jesionami 1,2293846.0,142.5,16097.0,5,1
ulica Lizbońska 3,734163.0,42.4,17311.0,2,3
ulica Janowiecka 9A,455391.0,31.7,14366.0,1,3
ulica Ząbkowska 41,505039.0,29.9,16902.0,1,5
ulica Siennicka 33,540567.0,30.6,17643.0,1,2
ulica Ząbkowska 41,747507.0,44.3,16866.0,2,4
ulica Siennicka 33,531825.0,30.7,17306.0,1,2
ulica Sęczkowa 12B,1362653.0,135.2,10083.0,6,1
ulica Siennicka 33,564588.0,32.4,17409.0,1,3
ulica Janowiecka 9A,592050.0,44.1,13422.0,2,3
ulica Żeńców 5,864058.0,64.3,13438.0,4,7
ulica Optyków 1,704448.0,44.1,15956.0,2,5
ulica Janowiecka 9A,614241.0,46.5,13221.0,2,3
ulica Herbu Oksza 14,418048.0,39.8,10501.0,0,4
ulica Głębocka 115B,667179.0,55.5,12032.0,3,3
ulica Janowiecka 9A,363120.0,26.8,13554.0,1,3
ulica Głębocka 115A,460077.0,42.2,10910.0,2,2
ulica Jutrzenki 114H,1060386.0,86.1,12310.0,0,6
ulica Zdzisława Beksińskiego 5,344352.0,37.2,9259.0,2,2
ulica Jagiellońska 55H,932810.0,55.7,16741.0,3,6
ulica Jutrzenki 114H,469296.0,33.3,14076.0,2,3
Trakt Lubelski 251Y,550000.0,74.9,7341.0,4,2
ulica Pelargonii 9B,1325000.0,151.4,8750.0,4,1
ulica Optyków 1,669511.0,35.2,19042.0,1,7
ulica Lizbońska 1,691796.0,37.4,18482.0,2,4
ulica Rokokowa 138F,1190171.0,111.3,10696.0,4,1
ulica Jutrzenki 114E,546736.0,44.2,12358.0,2,1
ulica Krochmalna 61,881125.0,28.7,30658.0,1,4
ulica Książąt Mazowieckich 8,703664.0,48.5,14503.0,2,1
ulica Optyków 1,801780.0,57.3,14000.0,3,3
ulica Rokokowa 138G,1168230.0,111.3,10500.0,4,1
ulica Janowiecka 9,665783.0,47.8,13934.0,2,2
ulica Herbu Oksza 17,329005.0,33.1,9946.0,2,4
ulica Janowiecka 9,734241.0,70.3,10438.0,4,1
ulica Sęczkowa 6G,935000.0,107.4,8704.0,4,1
ulica Ząbkowska 41,1758460.0,70.3,25028.0,3,7
ulica Pelargonii 9E,1387500.0,152.5,9099.0,4,1
ulica Zdzisława Beksińskiego 5,345463.0,37.3,9257.0,2,2
ulica Herbu Oksza 14,418048.0,39.8,10501.0,0,4
ulica Głębocka 115B,667179.0,55.5,12032.0,3,3
ulica Janowiecka 9A,363120.0,26.8,13554.0,1,3
ulica Głębocka 115A,460077.0,42.2,10910.0,2,2
ulica Jutrzenki 114H,1060386.0,86.1,12310.0,0,6
ulica Zdzisława Beksińskiego 5,344352.0,37.2,9259.0,2,2
ulica Jagiellońska 55H,932810.0,55.7,16741.0,3,6
ulica Jutrzenki 114H,469296.0,33.3,14076.0,2,3
Trakt Lubelski 251Y,550000.0,74.9,7341.0,4,2
ulica Pelargonii 9B,1325000.0,151.4,8750.0,4,1
ulica Optyków 1,669511.0,35.2,19042.0,1,7
ulica Lizbońska 1,691796.0,37.4,18482.0,2,4
ulica Rokokowa 138F,1190171.0,111.3,10696.0,4,1
ulica Jutrzenki 114E,546736.0,44.2,12358.0,2,1
ulica Krochmalna 61,881125.0,28.7,30658.0,1,4
ulica Książąt Mazowieckich 8,703664.0,48.5,14503.0,2,1
ulica Optyków 1,801780.0,57.3,14000.0,3,3
ulica Rokokowa 138G,1168230.0,111.3,10500.0,4,1
ulica Janowiecka 9,665783.0,47.8,13934.0,2,2
ulica Herbu Oksza 17,329005.0,33.1,9946.0,2,4
ulica Janowiecka 9,734241.0,70.3,10438.0,4,1
ulica Sęczkowa 6G,935000.0,107.4,8704.0,4,1
ulica Ząbkowska 41,1758460.0,70.3,25028.0,3,7
ulica Pelargonii 9E,1387500.0,152.5,9099.0,4,1
ulica Zdzisława Beksińskiego 5,345463.0,37.3,9257.0,2,2
ulica Herbu Oksza 14,418048.0,39.8,10501.0,0,4
ulica Głębocka 115B,667179.0,55.5,12032.0,3,3
ulica Janowiecka 9A,363120.0,26.8,13554.0,1,3
ulica Głębocka 115A,460077.0,42.2,10910.0,2,2
ulica Jutrzenki 114H,1060386.0,86.1,12310.0,0,6
ulica Zdzisława Beksińskiego 5,344352.0,37.2,9259.0,2,2
ulica Jagiellońska 55H,932810.0,55.7,16741.0,3,6
ulica Jutrzenki 114H,469296.0,33.3,14076.0,2,3
Trakt Lubelski 251Y,550000.0,74.9,7341.0,4,2
ulica Pelargonii 9B,1325000.0,151.4,8750.0,4,1
ulica Optyków 1,669511.0,35.2,19042.0,1,7
ulica Lizbońska 1,691796.0,37.4,18482.0,2,4
ulica Rokokowa 138F,1190171.0,111.3,10696.0,4,1
ulica Jutrzenki 114E,546736.0,44.2,12358.0,2,1
ulica Krochmalna 61,881125.0,28.7,30658.0,1,4
ulica Książąt Mazowieckich 8,703664.0,48.5,14503.0,2,1
ulica Optyków 1,801780.0,57.3,14000.0,3,3
ulica Rokokowa 138G,1168230.0,111.3,10500.0,4,1
ulica Janowiecka 9,665783.0,47.8,13934.0,2,2
ulica Herbu Oksza 17,329005.0,33.1,9946.0,2,4
ulica Janowiecka 9,734241.0,70.3,10438.0,4,1
ulica Sęczkowa 6G,935000.0,107.4,8704.0,4,1
ulica Ząbkowska 41,1758460.0,70.3,25028.0,3,7
ulica Pelargonii 9E,1387500.0,152.5,9099.0,4,1
ulica Zdzisława Beksińskiego 5,345463.0,37.3,9257.0,2,2
ulica Janowiecka 9A,699300.0,61.3,11404.0,3,2
ulica Ząbkowska 41,475316.0,27.8,17098.0,1,5
ulica Warzelnicza 16H,1135001.0,132.5,8564.0,5,1
ulica Optyków 1,730417.0,47.6,15342.0,2,2
ulica Optyków 1,530763.0,34.4,15425.0,1,3
ulica Pelargonii 9C,1280000.0,151.7,8437.0,4,1
ulica Jutrzenki 114E,424691.0,33.3,12757.0,2,3
ulica Janowiecka 9A,547928.0,41.8,13111.0,2,2
ulica Optyków 1,738279.0,45.5,16212.0,2,4
ulica Herbu Oksza 17,334598.0,33.3,10045.0,2,3
ulica Optyków 1,895986.0,54.0,16595.0,2,6
ulica Jutrzenki 114E,522305.0,41.4,12625.0,2,2
ulica gen. Romana Abrahama 14,843976.0,43.6,19340.0,2,5
ulica Herbu Oksza 17,459661.0,40.7,11297.0,2,7
ulica Jana Kazimierza 43,350000.0,26.6,13148.0,0,8
ulica Optyków 1,700561.0,44.0,15918.0,2,6
Aleje Jerozolimskie 198P,1444877.0,90.0,16060.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,518616.0,37.6,13786.0,2,5
ulica Jutrzenki 114E,717264.0,55.9,12831.0,3,5
ulica Optyków 1,486188.0,29.7,16359.0,1,3
ulica Wschodu Słońca 7,507853.0,38.0,13379.0,2,7
ulica Lizbońska 3,1028015.0,61.0,16867.0,3,2
ulica Jagiellońska 55G,546397.0,33.0,16562.0,2,3
ulica Siennicka 33,579252.0,32.5,17807.0,1,5
ulica Wschodu Słońca 7A,802997.0,63.6,12634.0,3,4
ulica Janowiecka 9A,699300.0,61.3,11404.0,3,2
ulica Ząbkowska 41,475316.0,27.8,17098.0,1,5
ulica Warzelnicza 16H,1135001.0,132.5,8564.0,5,1
ulica Optyków 1,730417.0,47.6,15342.0,2,2
ulica Optyków 1,530763.0,34.4,15425.0,1,3
ulica Pelargonii 9C,1280000.0,151.7,8437.0,4,1
ulica Jutrzenki 114E,424691.0,33.3,12757.0,2,3
ulica Janowiecka 9A,547928.0,41.8,13111.0,2,2
ulica Optyków 1,738279.0,45.5,16212.0,2,4
ulica Herbu Oksza 17,334598.0,33.3,10045.0,2,3
ulica Optyków 1,895986.0,54.0,16595.0,2,6
ulica Jutrzenki 114E,522305.0,41.4,12625.0,2,2
ulica gen. Romana Abrahama 14,843976.0,43.6,19340.0,2,5
ulica Herbu Oksza 17,459661.0,40.7,11297.0,2,7
ulica Jana Kazimierza 43,350000.0,26.6,13148.0,0,8
ulica Optyków 1,700561.0,44.0,15918.0,2,6
Aleje Jerozolimskie 198P,1444877.0,90.0,16060.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,518616.0,37.6,13786.0,2,5
ulica Jutrzenki 114E,717264.0,55.9,12831.0,3,5
ulica Optyków 1,486188.0,29.7,16359.0,1,3
ulica Wschodu Słońca 7,507853.0,38.0,13379.0,2,7
ulica Lizbońska 3,1028015.0,61.0,16867.0,3,2
ulica Jagiellońska 55G,546397.0,33.0,16562.0,2,3
ulica Siennicka 33,579252.0,32.5,17807.0,1,5
ulica Wschodu Słońca 7A,802997.0,63.6,12634.0,3,4
ulica Janowiecka 9A,699300.0,61.3,11404.0,3,2
ulica Ząbkowska 41,475316.0,27.8,17098.0,1,5
ulica Warzelnicza 16H,1135001.0,132.5,8564.0,5,1
ulica Optyków 1,730417.0,47.6,15342.0,2,2
ulica Optyków 1,530763.0,34.4,15425.0,1,3
ulica Pelargonii 9C,1280000.0,151.7,8437.0,4,1
ulica Jutrzenki 114E,424691.0,33.3,12757.0,2,3
ulica Janowiecka 9A,547928.0,41.8,13111.0,2,2
ulica Optyków 1,738279.0,45.5,16212.0,2,4
ulica Herbu Oksza 17,334598.0,33.3,10045.0,2,3
ulica Optyków 1,895986.0,54.0,16595.0,2,6
ulica Jutrzenki 114E,522305.0,41.4,12625.0,2,2
ulica gen. Romana Abrahama 14,843976.0,43.6,19340.0,2,5
ulica Herbu Oksza 17,459661.0,40.7,11297.0,2,7
ulica Jana Kazimierza 43,350000.0,26.6,13148.0,0,8
ulica Optyków 1,700561.0,44.0,15918.0,2,6
Aleje Jerozolimskie 198P,1444877.0,90.0,16060.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,518616.0,37.6,13786.0,2,5
ulica Jutrzenki 114E,717264.0,55.9,12831.0,3,5
ulica Optyków 1,486188.0,29.7,16359.0,1,3
ulica Wschodu Słońca 7,507853.0,38.0,13379.0,2,7
ulica Lizbońska 3,1028015.0,61.0,16867.0,3,2
ulica Jagiellońska 55G,546397.0,33.0,16562.0,2,3
ulica Siennicka 33,579252.0,32.5,17807.0,1,5
ulica Wschodu Słońca 7A,802997.0,63.6,12634.0,3,4
ulica Kolejowa 9,1815499.0,85.3,21286.0,4,5
ulica Jana Kazimierza 43,556293.0,50.9,10927.0,3,2
ulica Optyków 1,828431.0,57.9,14298.0,3,3
ulica Sarmacka 23,561775.0,38.6,14535.0,2,1
ulica Kolejowa 9,1385465.0,67.1,20642.0,3,9
ulica Jagiellońska 55G,840169.0,54.9,15312.0,3,5
ulica Jagiellońska 55E,539760.0,39.2,13769.0,2,3
ulica Poprawna 23E,1320000.0,129.7,10180.0,4,1
ulica gen. Romana Abrahama 14,1271032.0,83.6,15209.0,3,7
ulica Lizbońska 5,1222992.0,69.8,17531.0,3,1
ulica Wschodu Słońca 7,502817.0,37.9,13277.0,2,5
ulica Szumu Drzew 12,2062910.0,109.8,18790.0,4,1
ulica Wschodu Słońca 7A,884500.0,68.8,12864.0,4,5
ulica Optyków 1,693180.0,33.7,20551.0,2,7
ulica Ostródzka 135A,478343.0,53.1,9002.0,3,1
ulica Siennicka 33,757852.0,57.5,13192.0,3,2
ulica Siennicka 33,1325371.0,77.8,17027.0,4,4
ulica Siennicka 33,643475.0,36.8,17505.0,2,1
ulica Siennicka 33,788403.0,65.4,12050.0,2,5
ulica Janowiecka 9A,594710.0,44.7,13304.0,2,2
ulica Janowiecka 9,645681.0,47.8,13519.0,2,3
ulica Janowiecka 9A,622699.0,44.1,14123.0,2,4
ulica Ogórkowa 65KB,984000.0,97.1,10138.0,6,1
ulica Siennicka 33,478280.0,32.1,14900.0,2,3
ulica Jagiellońska 55G,534051.0,32.6,16367.0,2,6
ulica Kolejowa 9,1815499.0,85.3,21286.0,4,5
ulica Jana Kazimierza 43,556293.0,50.9,10927.0,3,2
ulica Optyków 1,828431.0,57.9,14298.0,3,3
ulica Sarmacka 23,561775.0,38.6,14535.0,2,1
ulica Kolejowa 9,1385465.0,67.1,20642.0,3,9
ulica Jagiellońska 55G,840169.0,54.9,15312.0,3,5
ulica Jagiellońska 55E,539760.0,39.2,13769.0,2,3
ulica Poprawna 23E,1320000.0,129.7,10180.0,4,1
ulica gen. Romana Abrahama 14,1271032.0,83.6,15209.0,3,7
ulica Lizbońska 5,1222992.0,69.8,17531.0,3,1
ulica Wschodu Słońca 7,502817.0,37.9,13277.0,2,5
ulica Szumu Drzew 12,2062910.0,109.8,18790.0,4,1
ulica Wschodu Słońca 7A,884500.0,68.8,12864.0,4,5
ulica Optyków 1,693180.0,33.7,20551.0,2,7
ulica Ostródzka 135A,478343.0,53.1,9002.0,3,1
ulica Siennicka 33,757852.0,57.5,13192.0,3,2
ulica Siennicka 33,1325371.0,77.8,17027.0,4,4
ulica Siennicka 33,643475.0,36.8,17505.0,2,1
ulica Siennicka 33,788403.0,65.4,12050.0,2,5
ulica Janowiecka 9A,594710.0,44.7,13304.0,2,2
ulica Janowiecka 9,645681.0,47.8,13519.0,2,3
ulica Janowiecka 9A,622699.0,44.1,14123.0,2,4
ulica Ogórkowa 65KB,984000.0,97.1,10138.0,6,1
ulica Siennicka 33,478280.0,32.1,14900.0,2,3
ulica Jagiellońska 55G,534051.0,32.6,16367.0,2,6
ulica Kolejowa 9,1815499.0,85.3,21286.0,4,5
ulica Jana Kazimierza 43,556293.0,50.9,10927.0,3,2
ulica Optyków 1,828431.0,57.9,14298.0,3,3
ulica Sarmacka 23,561775.0,38.6,14535.0,2,1
ulica Kolejowa 9,1385465.0,67.1,20642.0,3,9
ulica Jagiellońska 55G,840169.0,54.9,15312.0,3,5
ulica Jagiellońska 55E,539760.0,39.2,13769.0,2,3
ulica Poprawna 23E,1320000.0,129.7,10180.0,4,1
ulica gen. Romana Abrahama 14,1271032.0,83.6,15209.0,3,7
ulica Lizbońska 5,1222992.0,69.8,17531.0,3,1
ulica Wschodu Słońca 7,502817.0,37.9,13277.0,2,5
ulica Szumu Drzew 12,2062910.0,109.8,18790.0,4,1
ulica Wschodu Słońca 7A,884500.0,68.8,12864.0,4,5
ulica Optyków 1,693180.0,33.7,20551.0,2,7
ulica Ostródzka 135A,478343.0,53.1,9002.0,3,1
ulica Siennicka 33,757852.0,57.5,13192.0,3,2
ulica Siennicka 33,1325371.0,77.8,17027.0,4,4
ulica Siennicka 33,643475.0,36.8,17505.0,2,1
ulica Siennicka 33,788403.0,65.4,12050.0,2,5
ulica Janowiecka 9A,594710.0,44.7,13304.0,2,2
ulica Janowiecka 9,645681.0,47.8,13519.0,2,3
ulica Janowiecka 9A,622699.0,44.1,14123.0,2,4
ulica Ogórkowa 65KB,984000.0,97.1,10138.0,6,1
ulica Siennicka 33,478280.0,32.1,14900.0,2,3
ulica Jagiellońska 55G,534051.0,32.6,16367.0,2,6
ulica Herbu Oksza 18,538601.0,57.3,9400.0,3,7
ulica Janowiecka 9A,1093000.0,86.9,12583.0,4,3
ulica Hoża 42,7425000.0,167.0,44461.0,6,2
ulica Siennicka 33,699500.0,57.4,12178.0,3,3
ulica Pelargonii 9,1255000.0,151.6,8277.0,4,1
ulica Wałuszewska 37,537000.0,46.0,11679.0,2,2
ulica Optyków 1,917314.0,53.9,17025.0,2,5
ulica Herbu Oksza 14,426500.0,40.8,10448.0,2,4
ulica Pelargonii 9E,1400000.0,152.5,9178.0,4,1
ulica Władysława Umińskiego 2,520727.0,38.4,13550.0,2,2
ulica Jagiellońska 55G,532207.0,32.7,16265.0,2,5
ulica Jagiellońska 55E,1220940.0,83.2,14673.0,5,6
ulica Żupnicza 24,543824.0,36.3,14973.0,2,2
ulica Żupnicza 24,537662.0,34.4,15630.0,2,3
ulica Siennicka 33,426718.0,30.7,13900.0,1,3
ulica Ostrobramska 76,796470.0,54.7,14561.0,1,8
ulica Janowiecka 9A,573916.0,43.2,13279.0,2,1
ulica gen. Romana Abrahama 14,661465.0,40.0,16524.0,2,5
ulica Jutrzenki 114H,698776.0,56.4,12394.0,3,4
ulica Lizbońska 1,1152625.0,62.5,18427.0,3,3
ulica Siennicka 33,786484.0,61.0,12900.0,3,1
ulica Jagiellońska 55G,480173.0,31.9,15043.0,2,5
ulica Jagiellońska 55G,525846.0,33.6,15632.0,2,2
ulica Ostródzka 135C,476720.0,46.1,10341.0,2,4
ulica Władysława Umińskiego 2,409020.0,32.1,12750.0,2,3
ulica Herbu Oksza 18,538601.0,57.3,9400.0,3,7
ulica Janowiecka 9A,1093000.0,86.9,12583.0,4,3
ulica Hoża 42,7425000.0,167.0,44461.0,6,2
ulica Siennicka 33,699500.0,57.4,12178.0,3,3
ulica Pelargonii 9,1255000.0,151.6,8277.0,4,1
ulica Wałuszewska 37,537000.0,46.0,11679.0,2,2
ulica Optyków 1,917314.0,53.9,17025.0,2,5
ulica Herbu Oksza 14,426500.0,40.8,10448.0,2,4
ulica Pelargonii 9E,1400000.0,152.5,9178.0,4,1
ulica Władysława Umińskiego 2,520727.0,38.4,13550.0,2,2
