Address,Price_total,Area_m2,Price_m2,Rooms,Floor,source
Nordic Bemowo - etap III,1430000.0,84.5,16915.0,3,4.0,offers
Nordic Bemowo - etap III,940000.0,54.4,17267.0,3,4.0,offers
Neo Nova Ochota 6,520000.0,29.2,17790.0,2,5.0,offers
Neo Nova Ochota 6,620000.0,36.3,17103.0,2,4.0,offers
Neo Nova Ochota 6,600000.0,34.6,17331.0,2,4.0,offers
Neo Nova Ochota 6,630000.0,36.5,17260.0,2,4.0,offers
Neo Nova Ochota 6,460000.0,26.1,17591.0,2,5.0,offers
Neo Nova Ochota 6,520000.0,29.2,17790.0,2,5.0,offers
Neo Nova Ochota 6,620000.0,36.3,17103.0,2,4.0,offers
Neo Nova Ochota 6,610000.0,34.6,17620.0,2,4.0,offers
Neo Nova Ochota 6,630000.0,36.5,17260.0,2,4.0,offers
Neo Nova Ochota 6,920000.0,62.4,14741.0,3,3.0,offers
Neo Nova Ochota 6,540000.0,30.5,17682.0,2,4.0,offers
Neo Nova Ochota 6,1000000.0,64.4,15530.0,3,4.0,offers
Neo Nova Ochota 6,940000.0,62.4,15062.0,3,4.0,offers
Neo Nova Ochota 6,650000.0,37.8,17178.0,2,4.0,offers
Neo Nova Ochota 6,970000.0,64.4,15062.0,3,4.0,offers
Neo Nova Ochota 6,660000.0,39.1,16863.0,2,4.0,offers
Neo Nova Ochota 6,660000.0,39.1,16863.0,2,4.0,offers
Neo Nova Ochota 6,640000.0,38.2,16736.0,2,4.0,offers
Neo Nova Ochota 6,840000.0,54.8,15326.0,3,4.0,offers
Neo Nova Ochota 6,740000.0,45.0,16433.0,2,4.0,offers
Neo Nova Ochota 6,650000.0,38.2,16998.0,2,4.0,offers
Neo Nova Ochota 6,850000.0,54.8,15508.0,3,4.0,offers
Neo Nova Ochota 6,660000.0,38.2,17259.0,2,4.0,offers
Neo Nova Ochota 6,860000.0,54.8,15691.0,3,4.0,offers
Neo Nova Ochota 6,460000.0,26.1,17591.0,2,5.0,offers
Neo Nova Ochota 6,460000.0,26.1,17591.0,2,5.0,offers
Sady Ursynów III,600000.0,36.2,16561.0,2,4.0,offers
Sady Ursynów III,680000.0,40.8,16683.0,2,4.0,offers
Sady Ursynów III,600000.0,36.2,16561.0,2,4.0,offers
Sady Ursynów III,600000.0,36.3,16533.0,2,4.0,offers
Sady Ursynów III,440000.0,25.3,17371.0,2,4.0,offers
Sady Ursynów III,710000.0,43.5,16318.0,2,4.0,offers
Sady Ursynów III,690000.0,42.2,16347.0,2,4.0,offers
Sady Ursynów III,980000.0,60.3,16247.0,3,4.0,offers
Sady Ursynów III,670000.0,40.8,16438.0,2,4.0,offers
Sady Ursynów III,720000.0,43.5,16548.0,2,4.0,offers
Sady Ursynów III,700000.0,42.2,16584.0,2,4.0,offers
Sady Ursynów III,1010000.0,61.3,16487.0,3,4.0,offers
Sady Ursynów III,670000.0,40.8,16438.0,2,4.0,offers
Sady Ursynów III,720000.0,43.5,16548.0,2,4.0,offers
Sady Ursynów III,700000.0,42.2,16584.0,2,4.0,offers
Sady Ursynów III,1020000.0,61.3,16650.0,3,4.0,offers
Sady Ursynów III,680000.0,40.8,16683.0,2,4.0,offers
Sady Ursynów III,630000.0,38.2,16479.0,2,4.0,offers
Sady Ursynów III,1020000.0,63.5,16050.0,3,4.0,offers
Sady Ursynów III,610000.0,37.0,16504.0,2,4.0,offers
Sady Ursynów III,630000.0,37.8,16649.0,2,4.0,offers
Sady Ursynów III,640000.0,38.6,16567.0,2,4.0,offers
Sady Ursynów III,640000.0,38.2,16736.0,2,4.0,offers
Sady Ursynów III,520000.0,30.4,17111.0,2,4.0,offers
Sady Ursynów III,630000.0,37.8,16649.0,2,4.0,offers
Sady Ursynów III,1000000.0,61.1,16364.0,3,4.0,offers
Sady Ursynów III,1050000.0,63.5,16522.0,3,4.0,offers
Sady Ursynów III,620000.0,37.0,16775.0,2,4.0,offers
Sady Ursynów III,640000.0,38.2,16736.0,2,4.0,offers
Sady Ursynów III,1000000.0,61.1,16364.0,3,4.0,offers
Sady Ursynów III,1070000.0,64.2,16659.0,3,4.0,offers
Sady Ursynów III,1060000.0,63.5,16680.0,3,4.0,offers
Sady Ursynów III,640000.0,38.2,16736.0,2,4.0,offers
Sady Ursynów III,530000.0,30.4,17440.0,2,4.0,offers
Sady Ursynów III,630000.0,37.8,16649.0,2,4.0,offers
Sady Ursynów III,1050000.0,61.7,17021.0,3,4.0,offers
Sady Ursynów III,630000.0,36.0,17500.0,2,4.0,offers
Sady Ursynów III,1070000.0,61.8,17320.0,3,4.0,offers
Sady Ursynów III,1070000.0,61.8,17320.0,3,4.0,offers
Sady Ursynów III,720000.0,41.0,17548.0,2,4.0,offers
Sady Ursynów III,1040000.0,57.5,18087.0,3,4.0,offers
Sady Ursynów III,620000.0,35.0,17704.0,2,4.0,offers
Sady Ursynów III,1360000.0,78.8,17255.0,3,4.0,offers
Sady Ursynów III,640000.0,36.1,17719.0,2,4.0,offers
Sady Ursynów III,620000.0,35.0,17709.0,2,4.0,offers
Sady Ursynów III,1360000.0,78.8,17255.0,3,4.0,offers
Sady Ursynów III,1000000.0,57.5,17394.0,3,4.0,offers
Sady Ursynów III,640000.0,36.1,17719.0,2,4.0,offers
Sady Ursynów III,840000.0,48.6,17295.0,2,4.0,offers
Sady Ursynów III,640000.0,35.2,18192.0,2,5.0,offers
Sady Ursynów III,1370000.0,79.5,17226.0,3,4.0,offers
Sady Ursynów III,620000.0,35.2,17619.0,2,4.0,offers
Sady Ursynów III,1380000.0,79.5,17352.0,3,4.0,offers
Sady Ursynów III,1070000.0,61.8,17320.0,3,4.0,offers
Sady Ursynów III,1070000.0,61.8,17320.0,3,4.0,offers
Sady Ursynów III,710000.0,41.0,17317.0,2,4.0,offers
Gardenia Lagom etap II,670000.0,54.4,12325.0,3,3.0,offers
Gardenia Lagom etap II,990000.0,87.8,11281.0,4,3.0,offers
Gardenia Lagom etap II,600000.0,40.7,14738.0,2,4.0,offers
Gardenia Lagom etap II,500000.0,29.3,17053.0,2,4.0,offers
Gardenia Lagom etap II,520000.0,29.3,17735.0,2,5.0,offers
Gardenia Lagom etap II,620000.0,40.7,15230.0,2,4.0,offers
Gardenia Lagom etap II,630000.0,41.4,15203.0,2,4.0,offers
Gardenia Lagom etap II,530000.0,29.3,18076.0,2,5.0,offers
Gardenia Lagom etap II,600000.0,41.4,14479.0,2,4.0,offers
Gardenia Lagom etap II,990000.0,87.8,11281.0,4,3.0,offers
Gardenia Lagom etap II,1000000.0,87.8,11395.0,4,3.0,offers
Gardenia Lagom etap II,950000.0,82.1,11566.0,3,3.0,offers
Gardenia Lagom etap II,540000.0,33.2,16245.0,2,4.0,offers
Gardenia Lagom etap II,830000.0,71.5,11608.0,3,3.0,offers
Gardenia Lagom etap II,540000.0,32.4,16682.0,2,4.0,offers
Gardenia Lagom etap II,970000.0,85.8,11301.0,4,3.0,offers
Gardenia Lagom etap II,560000.0,37.7,14854.0,2,4.0,offers
Gardenia Lagom etap II,560000.0,37.7,14862.0,2,4.0,offers
Gardenia Lagom etap II,560000.0,32.4,17300.0,2,4.0,offers
Gardenia Lagom etap II,980000.0,85.8,11418.0,4,3.0,offers
Gardenia Lagom etap II,580000.0,37.7,15385.0,2,4.0,offers
Gardenia Lagom etap II,560000.0,36.5,15359.0,2,4.0,offers
Gardenia Lagom etap II,580000.0,37.7,15393.0,2,4.0,offers
Osiedle Poematu II,940000.0,64.6,14544.0,3,3.0,offers
Osiedle Poematu II,840000.0,63.6,13208.0,3,3.0,offers
Osiedle Poematu II,840000.0,63.5,13226.0,3,3.0,offers
Osiedle Poematu II,660000.0,45.8,14414.0,2,4.0,offers
Osiedle Poematu II,880000.0,67.3,13086.0,3,3.0,offers
Osiedle Poematu II,980000.0,76.8,12765.0,3,3.0,offers
Osiedle Poematu II,1230000.0,85.2,14433.0,4,3.0,offers
Jutrzenki 92,970000.0,77.9,12458.0,3,3.0,offers
Jutrzenki 92,980000.0,77.8,12598.0,3,3.0,offers
Jutrzenki 92,960000.0,58.8,16335.0,3,4.0,offers
Jutrzenki 92,1050000.0,84.6,12413.0,3,3.0,offers
Jutrzenki 92,1060000.0,85.0,12472.0,4,3.0,offers
Metro Art 8,920000.0,60.5,15219.0,3,4.0,offers
Metro Art 8,830000.0,50.7,16361.0,2,4.0,offers
Metro Art 8,830000.0,50.7,16361.0,2,4.0,offers
Metro Art 8,750000.0,42.6,17618.0,2,4.0,offers
Metro Art 8,970000.0,66.5,14591.0,3,3.0,offers
Metro Art 8,860000.0,54.9,15676.0,3,4.0,offers
Metro Art 8,890000.0,58.0,15332.0,3,4.0,offers
Metro Art 8,870000.0,54.9,15859.0,3,4.0,offers
Metro Art 8,870000.0,54.9,15859.0,3,4.0,offers
Metro Art 8,910000.0,60.5,15054.0,3,4.0,offers
Metro Art 8,850000.0,53.0,16041.0,3,4.0,offers
Metro Art 8,840000.0,53.0,15852.0,3,4.0,offers
Metro Art 8,490000.0,27.1,18055.0,2,5.0,offers
Metro Art 8,880000.0,56.9,15458.0,3,4.0,offers
Metro Art 8,770000.0,44.5,17311.0,2,4.0,offers
Metro Art 8,780000.0,44.5,17536.0,2,4.0,offers
Strumykowa,890000.0,73.4,12125.0,3,3.0,offers
Strumykowa,970000.0,71.4,13584.0,3,3.0,offers
Strumykowa,930000.0,71.4,13023.0,3,3.0,offers
Strumykowa,630000.0,46.0,13696.0,2,3.0,offers
Strumykowa,800000.0,58.6,13654.0,3,3.0,offers
Strumykowa,980000.0,80.1,12235.0,3,3.0,offers
Strumykowa,1030000.0,81.1,12707.0,3,3.0,offers
Neopolis III,880000.0,66.2,13285.0,3,3.0,offers
Neopolis III,880000.0,66.2,13285.0,3,3.0,offers
Neopolis III,910000.0,66.2,13738.0,3,3.0,offers
Neopolis III,760000.0,53.8,14124.0,3,3.0,offers
Neopolis III,740000.0,48.5,15270.0,2,4.0,offers
Neopolis III,920000.0,66.2,13889.0,3,3.0,offers
Neopolis III,890000.0,61.1,14554.0,3,3.0,offers
Neopolis III,950000.0,78.7,12070.0,3,3.0,offers
Neopolis III,1340000.0,78.0,17177.0,3,4.0,offers
Neopolis III,890000.0,49.3,18042.0,2,4.0,offers
Neopolis III,490000.0,30.2,16247.0,2,4.0,offers
Neopolis III,970000.0,78.7,12324.0,3,3.0,offers
Neopolis III,600000.0,36.4,16493.0,2,4.0,offers
Neopolis III,970000.0,78.7,12324.0,3,3.0,offers
Neopolis III,510000.0,30.3,16854.0,2,4.0,offers
Neopolis III,940000.0,66.2,14191.0,3,3.0,offers
Neopolis III,870000.0,66.2,13134.0,3,3.0,offers
Osiedle Juu,710000.0,50.0,14191.0,2,3.0,offers
Osiedle Juu,500000.0,34.2,14603.0,2,4.0,offers
Osiedle Juu,520000.0,34.2,15187.0,2,4.0,offers
Osiedle Juu,510000.0,34.2,14895.0,2,4.0,offers
Osiedle Juu,1070000.0,75.0,14257.0,3,3.0,offers
Osiedle Juu,530000.0,34.9,15208.0,2,4.0,offers
Osiedle Juu,740000.0,50.0,14806.0,2,4.0,offers
Osiedle Juu,520000.0,34.2,15187.0,2,4.0,offers
Impuls Marywilska,650000.0,47.5,13687.0,2,3.0,offers
Impuls Marywilska,580000.0,40.5,14321.0,2,4.0,offers
Impuls Marywilska,590000.0,40.8,14468.0,2,4.0,offers
Impuls Marywilska,580000.0,40.5,14307.0,2,4.0,offers
Impuls Marywilska,580000.0,40.5,14321.0,2,4.0,offers
Impuls Marywilska,650000.0,45.3,14339.0,2,4.0,offers
Impuls Marywilska,590000.0,40.8,14468.0,2,4.0,offers
Impuls Marywilska,880000.0,66.9,13150.0,3,3.0,offers
Impuls Marywilska,920000.0,69.8,13190.0,3,3.0,offers
Impuls Marywilska,590000.0,40.5,14568.0,2,4.0,offers
Impuls Marywilska,600000.0,40.8,14713.0,2,4.0,offers
Impuls Marywilska,590000.0,40.5,14554.0,2,4.0,offers
Impuls Marywilska,790000.0,59.2,13347.0,3,3.0,offers
Impuls Marywilska,800000.0,59.8,13382.0,3,3.0,offers
Impuls Marywilska,630000.0,45.3,13898.0,2,3.0,offers
Impuls Marywilska,900000.0,66.9,13449.0,3,3.0,offers
Impuls Marywilska,660000.0,45.3,14560.0,2,4.0,offers
Impuls Marywilska,770000.0,55.4,13896.0,3,3.0,offers
Impuls Marywilska,800000.0,59.2,13516.0,3,3.0,offers
Impuls Marywilska,800000.0,59.8,13382.0,3,3.0,offers
Impuls Marywilska,600000.0,40.5,14815.0,2,4.0,offers
Impuls Marywilska,550000.0,39.9,13802.0,2,4.0,offers
Impuls Marywilska,550000.0,39.8,13830.0,2,4.0,offers
Impuls Marywilska,770000.0,57.8,13315.0,3,3.0,offers
Impuls Marywilska,880000.0,67.4,13056.0,3,3.0,offers
Impuls Marywilska,920000.0,69.5,13236.0,3,3.0,offers
Impuls Marywilska,670000.0,45.3,14797.0,2,4.0,offers
Impuls Marywilska,890000.0,63.9,13919.0,3,3.0,offers
Impuls Marywilska,630000.0,43.0,14638.0,2,4.0,offers
Impuls Marywilska,800000.0,60.0,13342.0,3,3.0,offers
Impuls Marywilska,890000.0,67.4,13205.0,3,3.0,offers
Impuls Marywilska,930000.0,69.5,13379.0,3,3.0,offers
Impuls Marywilska,610000.0,40.7,14988.0,2,4.0,offers
Impuls Marywilska,680000.0,45.3,15018.0,2,4.0,offers
Impuls Marywilska,610000.0,40.4,15114.0,2,4.0,offers
Impuls Marywilska,900000.0,63.9,14076.0,3,3.0,offers
Impuls Marywilska,630000.0,43.0,14638.0,2,4.0,offers
Impuls Marywilska,780000.0,57.8,13488.0,3,3.0,offers
Impuls Marywilska,890000.0,67.4,13205.0,3,3.0,offers
Impuls Marywilska,930000.0,69.5,13379.0,3,3.0,offers
Impuls Marywilska,610000.0,40.7,14988.0,2,4.0,offers
Impuls Marywilska,620000.0,43.0,14405.0,2,4.0,offers
Impuls Marywilska,670000.0,45.3,14797.0,2,4.0,offers
Impuls Marywilska,600000.0,40.4,14866.0,2,4.0,offers
Impuls Marywilska,880000.0,63.9,13763.0,3,3.0,offers
Impuls Marywilska,1030000.0,77.3,13328.0,3,3.0,offers
Impuls Marywilska,620000.0,43.0,14405.0,2,4.0,offers
Rodzinny Mokotów,660000.0,46.2,14289.0,2,4.0,offers
Rodzinny Mokotów,870000.0,60.0,14502.0,3,3.0,offers
Rodzinny Mokotów,830000.0,59.8,13875.0,3,3.0,offers
Rodzinny Mokotów,530000.0,35.7,14863.0,2,4.0,offers
Rodzinny Mokotów,630000.0,42.5,14827.0,2,4.0,offers
Rodzinny Mokotów,480000.0,32.0,15009.0,2,4.0,offers
Rodzinny Mokotów,890000.0,60.0,14836.0,3,4.0,offers
Rodzinny Mokotów,860000.0,59.8,14376.0,3,3.0,offers
Rodzinny Mokotów,540000.0,35.7,15143.0,2,4.0,offers
Rodzinny Mokotów,640000.0,42.5,15062.0,2,4.0,offers
Rodzinny Mokotów,490000.0,32.0,15322.0,2,4.0,offers
Rodzinny Mokotów,900000.0,60.0,15003.0,3,4.0,offers
Rodzinny Mokotów,880000.0,59.8,14711.0,3,4.0,offers
Rodzinny Mokotów,840000.0,60.0,14002.0,3,3.0,offers
Rodzinny Mokotów,890000.0,59.6,14940.0,3,4.0,offers
Rodzinny Mokotów,910000.0,58.9,15442.0,3,4.0,offers
Rodzinny Mokotów,920000.0,60.0,15336.0,3,4.0,offers
Rodzinny Mokotów,900000.0,59.8,15045.0,3,4.0,offers
Rodzinny Mokotów,910000.0,59.6,15276.0,3,4.0,offers
Rodzinny Mokotów,920000.0,58.9,15612.0,3,4.0,offers
Rodzinny Mokotów,930000.0,60.0,15503.0,3,4.0,offers
Rodzinny Mokotów,910000.0,59.8,15212.0,3,4.0,offers
Rodzinny Mokotów,930000.0,59.6,15612.0,3,4.0,offers
Rodzinny Mokotów,930000.0,58.9,15781.0,3,4.0,offers
Rodzinny Mokotów,800000.0,59.8,13373.0,3,3.0,offers
Rodzinny Mokotów,820000.0,59.0,13908.0,3,3.0,offers
Rodzinny Mokotów,760000.0,54.2,14032.0,3,3.0,offers
Rodzinny Mokotów,830000.0,58.4,14215.0,3,3.0,offers
Rodzinny Mokotów,870000.0,59.9,14519.0,3,3.0,offers
Rodzinny Mokotów,860000.0,58.8,14616.0,3,4.0,offers
Rodzinny Mokotów,870000.0,59.6,14605.0,3,3.0,offers
Rodzinny Mokotów,860000.0,59.5,14454.0,3,3.0,offers
Rodzinny Mokotów,880000.0,59.9,14686.0,3,4.0,offers
Rodzinny Mokotów,880000.0,58.8,14956.0,3,4.0,offers
Rodzinny Mokotów,890000.0,59.6,14940.0,3,4.0,offers
Rodzinny Mokotów,870000.0,59.5,14622.0,3,3.0,offers
Rodzinny Mokotów,900000.0,59.9,15020.0,3,4.0,offers
Rodzinny Mokotów,890000.0,58.8,15126.0,3,4.0,offers
Rodzinny Mokotów,900000.0,59.6,15108.0,3,4.0,offers
Rodzinny Mokotów,890000.0,59.5,14958.0,3,4.0,offers
Rodzinny Mokotów,910000.0,59.9,15187.0,3,4.0,offers
Rodzinny Mokotów,920000.0,58.8,15636.0,3,4.0,offers
Rodzinny Mokotów,920000.0,59.6,15444.0,3,4.0,offers
Rodzinny Mokotów,910000.0,59.5,15294.0,3,4.0,offers
Rodzinny Mokotów,920000.0,59.9,15354.0,3,4.0,offers
Rodzinny Mokotów,500000.0,35.7,14021.0,2,4.0,offers
Rodzinny Mokotów,590000.0,42.5,13886.0,2,4.0,offers
Rodzinny Mokotów,450000.0,32.0,14071.0,2,4.0,offers
Rodzinny Mokotów,930000.0,58.8,15806.0,3,4.0,offers
Rodzinny Mokotów,930000.0,59.6,15612.0,3,4.0,offers
Rodzinny Mokotów,930000.0,59.5,15630.0,3,4.0,offers
Rodzinny Mokotów,940000.0,59.9,15688.0,3,4.0,offers
Rodzinny Mokotów,1890000.0,118.2,15994.0,5,3.0,offers
Rodzinny Mokotów,950000.0,59.6,15948.0,3,4.0,offers
Rodzinny Mokotów,940000.0,59.5,15798.0,3,4.0,offers
Rodzinny Mokotów,960000.0,59.9,16021.0,3,4.0,offers
Rodzinny Mokotów,1560000.0,95.6,16311.0,4,3.0,offers
Rodzinny Mokotów,850000.0,60.0,14169.0,3,3.0,offers
Rodzinny Mokotów,820000.0,59.8,13708.0,3,3.0,offers
Rodzinny Mokotów,510000.0,35.7,14302.0,2,4.0,offers
Rodzinny Mokotów,610000.0,42.5,14356.0,2,4.0,offers
Rodzinny Mokotów,460000.0,32.0,14384.0,2,4.0,offers
Next Ursus- etap VIII,810000.0,61.9,13081.0,3,3.0,offers
Next Ursus- etap VIII,780000.0,59.9,13017.0,3,3.0,offers
Next Ursus- etap VIII,820000.0,61.9,13243.0,3,3.0,offers
Next Ursus- etap VIII,790000.0,59.9,13184.0,3,3.0,offers
Next Ursus- etap VIII,830000.0,61.9,13404.0,3,3.0,offers
Next Ursus- etap VIII,780000.0,58.6,13302.0,3,3.0,offers
Next Ursus- etap VIII,840000.0,60.3,13933.0,3,3.0,offers
Next Ursus- etap VIII,820000.0,59.9,13685.0,3,3.0,offers
Next Ursus- etap VIII,870000.0,61.9,14050.0,3,3.0,offers
Next Ursus- etap VIII,850000.0,60.3,14099.0,3,3.0,offers
Next Ursus- etap VIII,880000.0,61.9,14212.0,3,3.0,offers
Next Ursus- etap VIII,880000.0,61.9,14212.0,3,3.0,offers
Next Ursus- etap VIII,610000.0,39.6,15385.0,2,4.0,offers
Next Ursus- etap VIII,860000.0,60.3,14264.0,3,3.0,offers
Next Ursus- etap VIII,890000.0,61.9,14373.0,3,3.0,offers
Next Ursus- etap VIII,840000.0,58.6,14325.0,3,3.0,offers
Next Ursus- etap VIII,860000.0,60.3,14264.0,3,3.0,offers
Next Ursus- etap VIII,850000.0,59.9,14186.0,3,3.0,offers
Next Ursus- etap VIII,850000.0,58.6,14495.0,3,3.0,offers
Apartamenty Płużnicka,700000.0,45.1,15504.0,2,4.0,offers
Apartamenty Płużnicka,1190000.0,87.7,13571.0,4,3.0,offers
Apartamenty Płużnicka,1190000.0,86.8,13714.0,4,3.0,offers
Apartamenty Płużnicka,890000.0,59.2,15041.0,3,4.0,offers
Warszawski Świt etap V,670000.0,45.0,14889.0,2,4.0,offers
Warszawski Świt etap V,890000.0,71.6,12437.0,3,3.0,offers
Apartamenty Nowy Marysin V,1300000.0,90.0,14449.0,4,3.0,offers
Apartamenty Nowy Marysin V,930000.0,65.2,14268.0,3,3.0,offers
Apartamenty Nowy Marysin V,1320000.0,90.0,14672.0,4,3.0,offers
Apartamenty Nowy Marysin V,950000.0,65.2,14575.0,3,3.0,offers
Apartamenty Nowy Marysin V,1330000.0,90.0,14783.0,4,3.0,offers
Apartamenty Nowy Marysin V,960000.0,65.2,14728.0,3,3.0,offers
Apartamenty Nowy Marysin V,1010000.0,68.0,14846.0,3,3.0,offers
Apartamenty Nowy Marysin V,1020000.0,72.0,14171.0,3,3.0,offers
Apartamenty Nowy Marysin V,890000.0,65.2,13654.0,3,3.0,offers
Rezydencja Liwska 2,890000.0,60.7,14667.0,3,3.0,offers
Rezydencja Liwska 2,800000.0,52.6,15206.0,3,4.0,offers
Rezydencja Liwska 2,660000.0,40.4,16320.0,2,4.0,offers
Rezydencja Liwska 2,920000.0,64.5,14255.0,3,3.0,offers
Rezydencja Liwska 2,660000.0,40.3,16373.0,2,4.0,offers
Rezydencja Liwska 2,920000.0,64.8,14193.0,3,3.0,offers
Rezydencja Liwska 2,920000.0,64.5,14270.0,3,3.0,offers
Rezydencja Liwska 2,920000.0,64.5,14255.0,3,3.0,offers
Rezydencja Liwska 2,670000.0,40.3,16621.0,2,4.0,offers
Rezydencja Liwska 2,800000.0,50.9,15717.0,2,4.0,offers
Rezydencja Liwska 2,710000.0,43.8,16214.0,2,4.0,offers
Rezydencja Liwska 2,800000.0,50.8,15736.0,2,4.0,offers
Rezydencja Liwska 2,670000.0,40.3,16621.0,2,4.0,offers
Rezydencja Liwska 2,1050000.0,72.9,14405.0,3,3.0,offers
Rezydencja Liwska 2,920000.0,64.8,14193.0,3,3.0,offers
Rezydencja Liwska 2,780000.0,50.2,15532.0,2,4.0,offers
Rezydencja Liwska 2,760000.0,48.3,15745.0,2,4.0,offers
Rezydencja Liwska 2,660000.0,40.5,16300.0,2,4.0,offers
Rezydencja Liwska 2,790000.0,50.2,15731.0,2,4.0,offers
Rezydencja Liwska 2,710000.0,43.8,16199.0,2,4.0,offers
Rezydencja Liwska 2,840000.0,55.9,15040.0,3,4.0,offers
Rezydencja Liwska 2,880000.0,60.8,14471.0,3,3.0,offers
Rezydencja Liwska 2,760000.0,48.3,15751.0,2,4.0,offers
Rezydencja Liwska 2,790000.0,50.2,15731.0,2,4.0,offers
Rezydencja Liwska 2,890000.0,60.8,14636.0,3,3.0,offers
Rezydencja Liwska 2,770000.0,48.3,15959.0,2,4.0,offers
Rezydencja Liwska 2,710000.0,43.8,16199.0,2,4.0,offers
Rezydencja Liwska 2,890000.0,60.8,14636.0,3,3.0,offers
Orzechowa,770000.0,50.5,15235.0,2,4.0,offers
Orzechowa,1000000.0,82.2,12160.0,3,3.0,offers
Orzechowa,840000.0,64.7,12983.0,3,3.0,offers
Orzechowa,1010000.0,82.2,12281.0,3,3.0,offers
Orzechowa,870000.0,64.7,13447.0,3,3.0,offers
Orzechowa,510000.0,27.5,18519.0,2,5.0,offers
Orzechowa,690000.0,44.3,15562.0,2,4.0,offers
Orzechowa,680000.0,45.3,15001.0,2,4.0,offers
Orzechowa,870000.0,64.7,13447.0,3,3.0,offers
Orzechowa,820000.0,56.7,14472.0,3,4.0,offers
Orzechowa,680000.0,45.3,15001.0,2,4.0,offers
Orzechowa,680000.0,45.3,15001.0,2,4.0,offers
Orzechowa,1030000.0,82.2,12524.0,3,3.0,offers
Orzechowa,820000.0,56.7,14472.0,3,4.0,offers
Orzechowa,660000.0,41.2,16012.0,2,4.0,offers
Orzechowa,1040000.0,82.2,12646.0,3,3.0,offers
Orzechowa,890000.0,64.7,13756.0,3,3.0,offers
Orzechowa,780000.0,50.8,15354.0,2,4.0,offers
Orzechowa,700000.0,46.3,15119.0,2,4.0,offers
Osiedle Harmonia Mokotów,790000.0,44.1,17894.0,2,4.0,offers
Osiedle Harmonia Mokotów,1050000.0,64.7,16234.0,3,4.0,offers
Osiedle Harmonia Mokotów,780000.0,44.1,17667.0,2,4.0,offers
Osiedle Harmonia Mokotów,1030000.0,64.7,15925.0,3,4.0,offers
Osiedle Harmonia Mokotów,1030000.0,64.3,16029.0,3,4.0,offers
Osiedle Harmonia Mokotów,1050000.0,64.3,16340.0,3,4.0,offers
Osiedle Harmonia Mokotów,1020000.0,64.3,15873.0,3,4.0,offers
Osiedle Harmonia Mokotów,1100000.0,71.1,15473.0,3,3.0,offers
Osiedle Harmonia Mokotów,1020000.0,64.3,15873.0,3,4.0,offers
Osiedle Harmonia Mokotów,890000.0,51.1,17420.0,2,4.0,offers
Osiedle Harmonia Mokotów,860000.0,48.7,17670.0,2,4.0,offers
Osiedle Harmonia Mokotów,870000.0,48.7,17875.0,2,4.0,offers
Osiedle Harmonia Mokotów,870000.0,48.7,17875.0,2,4.0,offers
Osiedle Harmonia Mokotów,910000.0,51.1,17812.0,2,4.0,offers
Osiedle Harmonia Mokotów,870000.0,50.8,17129.0,2,4.0,offers
Osiedle Harmonia Mokotów,880000.0,50.8,17326.0,2,4.0,offers
Osiedle Harmonia Mokotów,760000.0,42.5,17903.0,2,4.0,offers
Osiedle Harmonia Mokotów,780000.0,44.0,17731.0,2,4.0,offers
Osiedle Harmonia Mokotów,890000.0,50.8,17523.0,2,4.0,offers
Osiedle Harmonia Mokotów,750000.0,42.5,17668.0,2,4.0,offers
Osiedle Harmonia Mokotów,760000.0,42.5,17903.0,2,4.0,offers
Osiedle Harmonia Mokotów,770000.0,42.5,18139.0,2,4.0,offers
Osiedle Harmonia Mokotów,780000.0,44.0,17731.0,2,4.0,offers
Osiedle Harmonia Mokotów,770000.0,42.5,18139.0,2,4.0,offers
Osiedle Harmonia Mokotów,800000.0,44.0,18186.0,2,4.0,offers
Osiedle Harmonia Mokotów,900000.0,50.8,17720.0,2,4.0,offers
Osiedle Harmonia Mokotów,780000.0,42.5,18375.0,2,4.0,offers
Osiedle Harmonia Mokotów,800000.0,44.0,18186.0,2,4.0,offers
Ursus Centralny etap V,760000.0,50.4,15082.0,2,4.0,offers
Ursus Centralny etap V,760000.0,50.1,15161.0,2,4.0,offers
Ursus Centralny etap V,860000.0,58.0,14830.0,3,4.0,offers
Ursus Centralny etap V,760000.0,50.2,15148.0,2,4.0,offers
Ursus Centralny etap V,770000.0,50.1,15366.0,2,4.0,offers
Ursus Centralny etap V,770000.0,50.2,15342.0,2,4.0,offers
Ursus Centralny etap V,850000.0,64.9,13099.0,3,3.0,offers
Ursus Centralny etap V,730000.0,47.8,15262.0,2,4.0,offers
Ursus Centralny etap V,890000.0,61.6,14455.0,3,3.0,offers
Ursus Centralny etap V,900000.0,64.8,13891.0,3,3.0,offers
Ursus Centralny etap V,890000.0,61.6,14457.0,3,3.0,offers
Ursus Centralny etap V,900000.0,64.7,13906.0,3,3.0,offers
Ursus Centralny etap V,910000.0,61.5,14792.0,3,4.0,offers
Ursus Centralny etap V,910000.0,64.7,14061.0,3,3.0,offers
Ursus Centralny etap V,700000.0,44.4,15762.0,2,4.0,offers
Ursus Centralny etap V,890000.0,61.7,14432.0,3,3.0,offers
Ursus Centralny etap V,890000.0,61.8,14413.0,3,3.0,offers
Ursus Centralny etap V,860000.0,61.5,13975.0,3,3.0,offers
Ursus Centralny etap V,900000.0,61.6,14603.0,3,3.0,offers
Ursus Centralny etap V,910000.0,61.6,14775.0,3,3.0,offers
